id,qid1,qid2,question1,question2,labels
77,155,156,my doubt. I would like to know some information from you all . Suppose someone came here under visit visa and extended it up to six month. Then after six month he went; my doubt is that; how many moths should he wait to come here again after. Can he come here again within one month under a new visit visa?,5 Nuns on leggy Barstool- I love it!. Should I be feeling guilty about it? Anyone else feels the same?,0
78,157,158,my doubt. I would like to know some information from you all . Suppose someone came here under visit visa and extended it up to six month. Then after six month he went; my doubt is that; how many moths should he wait to come here again after. Can he come here again within one month under a new visit visa?,What is your Mother Tongue?. What is your Mother Tongue? How many languages do you know? My Mother tongue is Urdu Other Languages : English; Tamil ;hindi ; Arabic,0
79,159,160,my doubt. I would like to know some information from you all . Suppose someone came here under visit visa and extended it up to six month. Then after six month he went; my doubt is that; how many moths should he wait to come here again after. Can he come here again within one month under a new visit visa?,Best butter chicken in Doha is...?. I've been in Doha for quite a while now; but I still haven't experienced really authentic butter chicken like the ones you get in India. The butter chicken over here is a bit bland to serve the arabian palate and doesn't do the dish justice. Any suggestions where you can get the real deal? FYI I've been to Shaalimaar (the Indian restaurant near the airport); Bukhara and AliShaan but none of them cut it; for me at least.,0
80,161,162,is there any temple in qatar ....... Hi; as most indians live in qatar.... is there any temple in qatar.....,Is there any buddha temple in Qatar ?. I just arrived at Qatar 3 days ago but I cannot find any temple to burn offering for thanks giving for safety arrival. ANyone know here ?,1
81,163,164,is there any temple in qatar ....... Hi; as most indians live in qatar.... is there any temple in qatar.....,temple in doha. is there any temples in doha.in and around?,1
82,165,166,is there any temple in qatar ....... Hi; as most indians live in qatar.... is there any temple in qatar.....,Indian gods. Hi all; I am taking up an assignment in Qatar and would like to know whether it is allowed to carry photos of Indian gods to Qatar?,1
83,167,168,is there any temple in qatar ....... Hi; as most indians live in qatar.... is there any temple in qatar.....,That church in Abu Hamour.... Is this a beginning of a mutual friendship between Christianity and Islam in Qatar? I hope they're going to sell some Bibles in Villagio coz I can't find somebody sellin' it around here.,0
84,169,170,is there any temple in qatar ....... Hi; as most indians live in qatar.... is there any temple in qatar.....,did i hear it right??. that there's gonna be a temple built here?,1
85,171,172,is there any temple in qatar ....... Hi; as most indians live in qatar.... is there any temple in qatar.....,Masonic Lodge. Does anyone know if there is a Lodge in Qatar?,0
86,173,174,is there any temple in qatar ....... Hi; as most indians live in qatar.... is there any temple in qatar.....,is there any baptist church there in qatar?. ,0
87,175,176,is there any temple in qatar ....... Hi; as most indians live in qatar.... is there any temple in qatar.....,Sri Lanka. One question for those of you who have travelled to Sri Lanka on holidays and for them Sri Lankas here in Doha. How would you advise me to spend 10 days in Sri Lanka in August? How would you plan my itininary? I like nature; historical place; good street food; mountains; rivers. I will spend minimal time in the hotel. Thank you all for your advice.,0
88,177,178,is there any temple in qatar ....... Hi; as most indians live in qatar.... is there any temple in qatar.....,END OF THE WORLD on DEC 21;2012--is it true??. http://forum.santabanta.com/showthread.htm?t=146018 . Guys; above link is about END OF THE WORLD BY DEC 21;2012 . Is it true??? Any proof with anybody out there,0
89,179,180,is there any temple in qatar ....... Hi; as most indians live in qatar.... is there any temple in qatar.....,Atheism in Qatar and in Muslim world. How is atheism regarded in Qatar and in the Muslim world in general? Do atheists in Qatar face official discrmination?,0
90,181,182,Who is the Best Hijacker here in QL?. Please Comment :),What is the best way to hijack a thread?. This is a new skill I am trying to master; how about some advise from some experts on the topic,1
91,183,184,Who is the Best Hijacker here in QL?. Please Comment :),Forum HiJackers. Now a days most of the times in QL you look up a forum and see the forum is hijacked by irrelevant posts Who do you think is the Hijacker NO 1 or QL Cyberjacker? Let us crown the king today.. haha Most importantly; how much do you think this hijacking is effecting QL ?,1
